Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	40	67.79661016949152	5.017977526371637E-13	58191, 6773, 6774, 2771, 2870, 2792, 1237, 1234, 1233, 1232, 2783, 998, 5159, 2829, 50831, 5733, 5899, 815, 50832, 1814, 5879, 718, 9034, 7474, 729230, 259290, 2782, 1230, 5290, 1524, 5829, 10803, 6678, 801, 6754, 2917, 2916, 56923, 10663, 2912	59	4121	18224	2.9981204167163638	6.322942169845192E-11	6.322651683228263E-11	6.021573031645965E-11
GOTERM_CC_DIRECT	GO:0005576~extracellular region	20	33.89830508474576	2.8151773265567627E-7	6373, 6372, 7450, 4283, 5473, 6374, 58191, 7474, 6387, 2921, 2920, 226, 56477, 2919, 6678, 801, 10563, 50865, 718, 3627	59	1610	18224	3.8370354774186755	3.54706102136948E-5	1.7735617157307605E-5	1.6891063959340575E-5
GOTERM_CC_DIRECT	GO:0005615~extracellular space	18	30.508474576271187	5.696666456046105E-7	6373, 6372, 4283, 5473, 6374, 58191, 7474, 6387, 2921, 2920, 226, 56477, 2783, 2919, 6678, 10563, 718, 3627	59	1347	18224	4.127590502434789	7.1775441814248E-5	2.392599911539364E-5	2.2786665824184417E-5
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	17	28.8135593220339	5.606730622986716E-6	9034, 729230, 1230, 1524, 1237, 1234, 10803, 1233, 1232, 6754, 2917, 5733, 2829, 2916, 10663, 1814, 2912	59	1415	18224	3.710942085404564	7.06200561859549E-4	1.7661201462408155E-4	1.6820191868960148E-4
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	6	10.16949152542373	5.764754420203872E-4	4283, 1234, 6387, 1233, 1230, 3627	59	213	18224	8.70088326569587	0.07008012285350851	0.014527181138913757	0.013835410608489293
GOTERM_CC_DIRECT	GO:0030425~dendrite	6	10.16949152542373	0.004207514905593847	729230, 2771, 2782, 2917, 2916, 2912	59	335	18224	5.532203389830508	0.41213933114092294	0.0662683597631031	0.06311272358390771
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	16	27.11864406779661	0.027142933025468968	9146, 7450, 7474, 6387, 2771, 2782, 226, 56477, 2783, 998, 5159, 801, 5899, 50865, 5879, 718	59	2811	18224	1.7581293827517803	0.9687982616258624	0.3109099601099173	0.2961047239142069
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	5	8.47457627118644	0.03573490772211005	5829, 2783, 998, 5159, 5879	59	391	18224	3.9498894620486364	0.989796431871728	0.3752165310821555	0.3573490772211005
GOTERM_CC_DIRECT	GO:0005622~intracellular	9	15.254237288135593	0.059031171830476036	9146, 998, 2919, 2782, 5899, 5290, 5879, 56923, 2912	59	1332	18224	2.087036188731104	0.9995317478122837	0.4958618433759987	0.4722493746438083
GOTERM_CC_DIRECT	GO:0005829~cytosol	16	27.11864406779661	0.09277383360145883	9146, 5781, 729230, 6773, 6774, 2771, 2782, 5290, 5829, 226, 1452, 2783, 998, 801, 815, 5879	59	3315	18224	1.4908300738809213	0.9999952993108272	0.5621225075225628	0.5353547690691074
GOTERM_CC_DIRECT	GO:0009986~cell surface	5	8.47457627118644	0.0936870845870938	7474, 1234, 10803, 6678, 5159	59	542	18224	2.8494590030646068	0.9999958595333794	0.5621225075225628	0.5353547690691074
